"SeqResMsgPapel","Resultado","AtitudeUsr","NroEmpresa","ResultadoCmpl","Grupo","Ordem","TipoDest","Papel","Canal","SeqTxtPadrao","Template","Remetente","DtaInclusao","UsuInclusao","DtaAlteracao","UsuAlteracao","PesFormulario","PesResultado","QTDEDIAS","QTDEHU","SEQCONTAENVIO","TIPOPREFENVIO","INDENVIAQLQERHORA","EMUSO","PRIORIDADE","DESCRICAOMENSAGEM","OBJETIVOMSG"
"695","918"," ","","","1","1","USR","290","EML","85","","","30/01/2018 10:05:26","DIEGO.MARQUES","","","","","","","","","","1","5","",""
"696","918"," ","","","1","1","USR","-5","EML","85","","","30/01/2018 10:04:35","DIEGO.MARQUES","","","","","","","","","","1","5","",""
"697","918"," ","","","1","1","USR","239","EML","85","","","30/01/2018 10:03:15","DIEGO.MARQUES","","","","","","","","","","1","5","",""
"699","918"," ","2","","1","1","USR","244","EML","85","","","30/01/2018 10:07:11","DIEGO.MARQUES","","","","","","","","","","1","5","",""
"700","918"," ","3","","1","1","USR","243","EML","85","","","30/01/2018 10:08:06","DIEGO.MARQUES","","","","","","","","","","1","5","",""
"701","918"," ","11","","1","1","USR","245","EML","85","","","30/01/2018 10:08:36","DIEGO.MARQUES","","","","","","","","","","1","5","",""
"703","1136"," ","","","1","1","USR","290","EML","84","","","30/01/2018 10:11:27","DIEGO.MARQUES","","","","","","","","","","1","5","",""
"707","1192"," ","1","","1","1","USR","127","EML","86","","","30/01/2018 16:04:29","DIEGO.MARQUES","","","","","","","","","","1","5","",""
"708","1192"," ","11","","1","1","USR","127","EML","86","","","30/01/2018 16:04:03","DIEGO.MARQUES","","","","","","","","","","1","5","",""
"713","1192"," ","","","1","1","USR","239","EML","86","","","30/01/2018 15:55:02","DIEGO.MARQUES","","","","","","","","","","1","5","",""
"714","1192"," ","","","1","1","USR","431","EML","86","","","30/01/2018 15:52:44","DIEGO.MARQUES","","","","","","","","","","1","5","",""
"715","1192"," ","","","1","1","USR","290","EML","86","","","30/01/2018 15:51:50","DIEGO.MARQUES","","","","","","","","","","1","5","",""
"716","1192"," ","","","1","1","USR","577","EML","86","","","30/01/2018 16:05:08","DIEGO.MARQUES","","","","","","","","","","1","5","",""
"725","1178"," ","","","1","1","USR","875","EML","74","","","01/03/2018 09:24:17","DIEGO.MARQUES","11/03/2024 15:53:33","LIVIA.SILVA","","","","0,00","","","","1","5","",""
"740","731"," ","2","","1","1","USR","756","EML","69","","","09/04/2018 15:36:13","DIEGO.MARQUES","09/03/2022 08:07:09","DIEGO.MARQUES","","","","0,00","","","","1","5","",""
"746","330"," ","2","","1","1","USR","756","EML","66","","","09/04/2018 15:39:43","DIEGO.MARQUES","09/03/2022 08:08:19","DIEGO.MARQUES","","","","0,00","","","","1","5","",""
"751","330"," ","1","","1","1","USR","594","EML","66","","","10/04/2018 12:59:30","DIEGO.MARQUES","28/03/2019 09:21:32","DIEGO.MARQUES","","","","0,00","","","","1","5","",""
"753","731"," ","1","","1","1","USR","594","EML","69","","","10/04/2018 13:00:25","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"756","68"," ","","","","1","PAPEL","::Contato do histórico","EML","67","","","07/05/2018 11:59:46","VANESSA.ALVES","","","","","1","0,00","","","","1","5","",""
"763","819"," ","","Dia de Campo","1","1","PAPEL","::Pessoa principal (Fís)","EML","89","","","04/06/2018 16:01:31","VANESSA.ALVES","04/06/2018 16:08:55","VANESSA.ALVES","","","0","0,00","","","","1","5","",""
"764","819"," ","","Feira Original","1","1","PAPEL","::Pessoa principal (Fís)","EML","92","","","04/06/2018 16:01:30","VANESSA.ALVES","04/06/2018 16:08:55","VANESSA.ALVES","","","0","0,00","","","","1","5","",""
"765","819"," ","","Hora Certa","1","1","PAPEL","::Pessoa principal (Fís)","EML","90","","","04/06/2018 16:01:28","VANESSA.ALVES","04/06/2018 16:08:55","VANESSA.ALVES","","","0","0,00","","","","1","5","",""
"766","819"," ","","Precisão em Campo","1","1","PAPEL","::Pessoa principal (Fís)","EML","93","","","04/06/2018 16:01:27","VANESSA.ALVES","04/06/2018 16:08:55","VANESSA.ALVES","","","0","0,00","","","","1","5","",""
"767","819"," ","","Dia de Campo","1","1","PAPEL","::Contato do histórico","EML","89","","","04/06/2018 16:09:00","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"768","819"," ","","Feira Original","1","1","PAPEL","::Contato do histórico","EML","92","","","04/06/2018 16:08:59","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"769","819"," ","","Hora Certa","1","1","PAPEL","::Contato do histórico","EML","90","","","04/06/2018 16:08:58","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"770","819"," ","","Precisão em Campo","1","1","PAPEL","::Contato do histórico","EML","93","","","04/06/2018 16:08:57","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"771","1278"," ","","RH","","","USR","767","EML","91","","","04/06/2018 21:59:34","DIEGO.MARQUES","21/08/2022 15:23:01","VTCCONS","","","0","0,00","","","","1","5","",""
"1567","2127"," ","3","","","","USR","50","EML","16","","","19/07/2022 17:21:25","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"1568","2127"," ","3","","","","USR","326","EML","16","","","19/07/2022 17:21:19","VANESSA.ALVES","08/05/2024 09:10:40","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1569","2127"," ","1","","","","USR","606","EML","16","","","19/07/2022 17:23:48","VANESSA.ALVES","10/05/2024 08:25:07","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1570","2127"," ","7","","","","USR","326","EML","16","","","19/07/2022 17:22:29","VANESSA.ALVES","08/05/2024 09:10:40","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1571","2127"," ","7","","","","USR","326","EML","16","","","19/07/2022 17:22:22","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"1572","2127"," ","2","","","","USR","747","EML","16","","","21/07/2022 10:50:49","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1573","2208"," ","","","","","USR","-5","EML","159","","","26/07/2022 11:17:28","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"1576","2157"," ","7","","","","USR","679","EML","27","","","27/07/2022 11:00:14","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"1578","2158"," ","7","","","","USR","679","EML","27","","","27/07/2022 11:05:37","VANESSA.ALVES","30/09/2022 11:55:35","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1580","2127"," ","11","","","","USR","827","EML","16","","","08/08/2022 08:41:52","DIEGO.MARQUES","10/05/2023 10:13:56","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1581","2231"," ","","","","","USR","692","EML","136","","","16/08/2022 11:43:31","VANESSA.ALVES","29/03/2023 09:20:36","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1582","2231"," ","","","","","USR","516","EML","136","","","16/08/2022 11:43:30","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"1585","2127"," ","","","","","USR","679","EML","16","","","26/08/2022 18:48:28","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"1587","2117"," ","1","","","","USR","652","EML","158","","","01/09/2022 08:22:26","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1589","2158"," ","1","","","","USR","594","EML","27","","","01/09/2022 08:27:22","DIEGO.MARQUES","03/03/2023 14:16:13","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1628","1297"," ","4","Visita Consultoras","","","USR","787","EML","165","","","28/12/2022 15:44:04","LIVIA.SILVA","25/01/2023 15:47:17","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1629","1297"," ","3","Visita Consultoras","","","USR","787","EML","165","","","28/12/2022 15:43:43","LIVIA.SILVA","25/01/2023 15:47:17","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1630","2127"," ","","","","","USR","782","EML","16","","","04/01/2023 15:41:46","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2359","2120"," ","","","","","USR","516","EML","104","","","03/10/2023 17:52:00","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"2360","2145"," ","","","","","USR","838","EML","68","","","03/10/2023 17:53:00","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"2361","1912"," ","","","","","USR","577","EML","16","","","05/10/2023 08:38:10","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2362","1912"," ","","","","","USR","231","EML","16","","","05/10/2023 08:38:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2363","1912"," ","","","","","USR","748","EML","16","","","05/10/2023 08:38:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2364","1912"," ","","","","","USR","617","EML","16","","","05/10/2023 08:38:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2365","1912"," ","","","","","USR","819","EML","16","","","05/10/2023 08:39:00","LIVIA.SILVA","18/11/2024 14:46:37","MATHEUS.AUGUSTO","","","0","0,00","","","","1","5","",""
"2366","1912"," ","","","","","USR","782","EML","16","","","05/10/2023 08:39:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2367","1187"," ","","","","","USR","748","EML","187","","","17/10/2023 15:04:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2368","2126"," ","","","","","USR","838","EML","16","","#ATD","18/10/2023 17:29:18","VANESSA.ALVES","18/10/2023 17:32:00","VANESSA.ALVES","","","0","0,00","","","","1","5","",""
"2369","2126"," ","","","","","USR","516","EML","16","","#ATD","18/10/2023 17:31:00","VANESSA.ALVES","18/10/2023 17:33:00","VANESSA.ALVES","","","0","0,00","","","","1","5","",""
"2370","2127"," ","","","","","USR","489","EML","16","","","09/11/2023 17:13:00","DIEGO.MARQUES","10/11/2023 09:47:36","DIEGO.MARQUES","","","0","0,00","","","","1","5","",""
"2372","2115"," ","","","","1","USR","838","EML","185","","","30/11/2023 14:58:00","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"2396","2127"," ","","","","","USR","796","EML","16","","","05/01/2024 15:48:57","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2398","2548"," ","","","1","1","USR","863","EML","207","","","29/01/2024 14:19:00","NETO.PRADO","08/03/2024 15:29:30","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2399","2507"," ","","","1","","USR","867","EML","193","","","31/01/2024 16:07:00","NETO.PRADO","08/03/2024 15:31:06","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2400","2504"," ","","","1","","USR","867","EML","193","","","31/01/2024 16:24:45","NETO.PRADO","08/03/2024 15:31:25","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2402","2505"," ","","","","","USR","853","EML","194","","","31/01/2024 16:36:00","NETO.PRADO","08/03/2024 15:27:34","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2403","2531"," ","","","1","","USR","861","EML","195","","#ATD","31/01/2024 17:04:00","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2404","2536"," ","","","1","","USR","861","EML","196","","#ATD","31/01/2024 17:29:00","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2405","2525"," ","","","'","","USR","867","EML","193","","#ATD","01/02/2024 08:21:00","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2406","2510"," ","","","1","","USR","868","EML","197","","#ATD","01/02/2024 09:16:00","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2409","2578"," ","","","1","1","USR","867","EML","193","","","01/02/2024 09:48:00","NETO.PRADO","08/03/2024 15:32:23","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2412","2579"," ","","","1","1","USR","-12","EML","199","","","01/02/2024 09:56:00","NETO.PRADO","08/03/2024 15:32:36","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2413","2580"," ","","","1","1","USR","863","EML","200","","","01/02/2024 10:01:00","NETO.PRADO","08/03/2024 15:32:54","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2415","2580"," ","","","1","1","USR","-12","EML","200","","","01/02/2024 10:02:00","NETO.PRADO","08/03/2024 15:32:54","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2418","2581"," ","","","1","1","USR","-12","EML","201","","","01/02/2024 10:09:00","NETO.PRADO","08/03/2024 15:28:27","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2421","2582"," ","","","1","1","USR","-12","EML","202","","","01/02/2024 10:16:00","NETO.PRADO","08/03/2024 15:33:08","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2423","2585"," ","","","1","1","USR","-12","EML","204","","","01/02/2024 10:43:00","NETO.PRADO","08/03/2024 15:33:27","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2426","2586"," ","","","1","1","USR","-12","EML","205","","","01/02/2024 10:52:00","NETO.PRADO","08/03/2024 15:33:36","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2428","2587"," ","","","1","1","USR","-12","EML","206","","","01/02/2024 11:00:00","NETO.PRADO","08/03/2024 15:33:44","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2429","2588"," ","","","1","1","USR","869","EML","207","","#ATD","06/02/2024 10:17:11","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2430","2603"," ","","","1","1","USR","869","EML","207","","#ATD","06/02/2024 10:18:33","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2431","2512"," ","","","1","1","USR","869","EML","207","","#ATD","06/02/2024 10:19:31","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2432","2511"," ","","","1","1","USR","869","EML","207","","#ATD","06/02/2024 10:20:22","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2433","2532"," ","","","1","1","USR","869","EML","207","","#ATD","06/02/2024 10:21:12","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2435","2517"," ","","","1","","USR","869","EML","207","","#ATD","06/02/2024 10:23:00","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2436","2515"," ","","","1","1","USR","869","EML","207","","","06/02/2024 10:23:00","NETO.PRADO","22/01/2025 07:47:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","0","5","Envio EML para adm_vendas_apv",""
"2437","2594"," ","","","1","1","USR","869","EML","207","","#ATD","06/02/2024 10:28:36","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2438","2585"," ","","","1","1","USR","869","EML","207","","","06/02/2024 10:34:44","NETO.PRADO","08/03/2024 15:33:27","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2439","2571"," ","","","1","1","USR","869","EML","207","","#ATD","06/02/2024 10:35:29","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2440","2548"," ","","","1","1","USR","869","EML","207","","","06/02/2024 10:37:16","NETO.PRADO","08/03/2024 15:29:30","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2441","2523"," ","","","1","1","USR","869","EML","207","","#ATD","06/02/2024 10:38:05","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2443","2578"," ","1","","1","1","USR","1121","EML","198","","","07/03/2024 10:13:04","NETO.PRADO","17/03/2025 13:40:26","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2444","2529"," ","","","1","1","USR","853","EML","207","","","07/03/2024 11:11:46","NETO.PRADO","20/09/2024 15:15:40","VTCCONS","","","0","0,00","368","","","1","5","",""
"2445","2529"," ","","","1","1","USR","852","EML","207","","","07/03/2024 11:12:16","NETO.PRADO","08/03/2024 15:28:00","NETO.PRADO","","","0","0,00","","","","1","5","",""
"913","334"," ","1","","","","USR","594","EML","105","","","27/05/2019 14:37:40","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"914","334"," ","11","","","","USR","594","EML","105","","","27/05/2019 14:37:19","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"917","334"," ","2","","","","USR","756","EML","105","","","27/05/2019 14:36:11","DIEGO.MARQUES","09/03/2022 08:00:43","DIEGO.MARQUES","","","0","0,00","","","","1","5","",""
"919","334"," ","","","","","USR","576","EML","105","","","27/05/2019 14:35:26","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"921","334"," ","","","","","USR","577","EML","105","","","27/05/2019 14:34:43","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"924","334"," ","","","","","USR","819","EML","105","","","27/05/2019 14:38:08","DIEGO.MARQUES","18/11/2024 14:48:08","MATHEUS.AUGUSTO","","","0","0,00","","","","1","5","",""
"930","258"," ","2","","1","1","USR","756","EML","55","","","12/07/2019 14:45:58","VANESSA.ALVES","09/03/2022 08:04:37","DIEGO.MARQUES","","","","0,00","","","","1","5","",""
"932","258"," ","11","","1","1","USR","594","EML","55","","","12/07/2019 14:45:56","VANESSA.ALVES","","","","","","0,00","","","","1","5","",""
"933","258"," ","11","","1","1","USR","594","EML","55","","","12/07/2019 14:45:55","VANESSA.ALVES","","","","","","0,00","","","","1","5","",""
"936","221"," ","","","1","1","USR","-3","EML","55","","","12/07/2019 15:25:08","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"938","221"," ","","","1","1","USR","656","EML","55","","","12/07/2019 15:23:55","DIEGO.MARQUES","30/09/2020 16:54:22","DIEGO.MARQUES","","","","0,00","","","","1","5","",""
"939","221"," ","1","","1","1","USR","594","EML","55","","","12/07/2019 15:22:57","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"941","221"," ","11","","1","1","USR","594","EML","55","","","12/07/2019 15:21:44","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"943","221"," ","2","","1","1","USR","756","EML","55","","","12/07/2019 15:03:56","DIEGO.MARQUES","09/03/2022 08:17:48","DIEGO.MARQUES","","","","0,00","","","","1","5","",""
"944","610"," ","1","","1","1","USR","594","EML","55","","","12/07/2019 15:32:29","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
